Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDU46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.011148865,10.300,84.8540,5.0
Regular,FDY34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.01100413,10.500,167.1842,5.0
Regular,FDO09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.125528734,13.500,262.1910,5.0
Regular,FDP48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.044272226,7.520,181.3950,5.0
Regular,FDI12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.100966837,9.395,86.8856,5.0
Regular,FDY12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.141406394,9.800,50.0008,5.0
Regular,FDX48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.038102203,17.750,154.0656,5.0
Regular,FDV60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.118025091,20.200,195.8110,5.0
Regular,FDQ47,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.169137707,7.155,35.2874,5.0
Regular,FDZ13,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.154363209,7.840,50.8350,5.0
Regular,FDM04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.047387144,9.195,50.8666,5.0
Regular,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147492524,10.195,141.5838,5.0
Regular,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.100,35.1558,5.0
Regular,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047036036,8.770,170.5422,5.0
Regular,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160095901,17.250,61.5194,5.0
Regular,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.033951827,12.350,197.2426,5.0
Regular,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,13.650,36.6532,5.0
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172446822,18.600,47.1376,5.0
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065890998,19.350,167.0816,5.0
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067083367,7.645,44.0112,5.0
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038167453,13.150,89.4856,5.0
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.005620213,19.200,226.6062,5.0
Low Fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076164013,16.750,34.0532,5.0
Regular,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043402224,11.350,197.0742,5.0
Regular,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.13283066,12.150,190.6872,5.0
Regular,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124410284,6.385,34.3874,5.0
Low Fat,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071064499,7.270,114.4518,5.0
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178116,9.800,99.4016,5.0
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390458,14.300,77.2328,5.0
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095140088,15.100,159.9604,5.0
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055347985,18.850,131.5284,5.0
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060688248,20.350,234.2616,5.0
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092576144,4.785,121.0098,5.0
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151376958,7.000,108.2280,5.0
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031938828,7.655,114.1492,5.0
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028357839,7.960,163.2894,5.0
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042641788,18.850,257.8330,5.0
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.169776346,20.700,184.4266,5.0
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127517605,14.300,86.0224,5.0
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346224,20.500,72.9696,5.0
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038721734,8.185,115.8808,5.0
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087436672,12.600,109.9228,5.0
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048009081,10.500,157.0946,5.0
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092865746,5.320,100.6674,5.0
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041729735,12.350,36.3216,5.0
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089761211,14.500,159.4604,5.0
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016104504,18.850,130.2626,5.0
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029638267,9.600,42.6086,5.0
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055829496,15.100,140.2496,5.0
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033592687,15.200,108.1912,5.0
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.750,213.3218,5.0
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497,19.100,172.3422,5.0
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013363902,16.350,106.1280,5.0
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039484739,8.395,97.9042,5.0
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107870997,9.195,181.2634,5.0
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054046706,20.350,119.5466,5.0
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049295686,21.000,194.4478,5.0
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304333,9.395,226.1720,5.0
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03722507,15.700,182.4634,5.0
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563385,6.715,43.7454,5.0
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024891881,10.300,170.9422,5.0
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058719726,11.650,171.1422,5.0
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072141818,8.710,183.3924,5.0
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11454343,15.700,113.7202,5.0
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018019662,19.750,181.5660,5.0
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018926773,15.700,60.2536,5.0
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059790095,20.200,127.4678,5.0
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024536636,5.630,106.1306,5.0
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022054553,9.500,195.4452,5.0
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008734284,15.700,207.8980,5.0
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005962753,5.340,102.4358,5.0
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105276162,15.600,173.2764,5.0
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111117,11.650,153.0024,5.0
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.02528802,5.480,83.3250,5.0
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044991876,10.895,107.2280,5.0
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178622919,9.800,177.9370,5.0
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113953562,16.350,198.2426,5.0
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.117580062,8.010,36.6532,5.0
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.195721125,10.300,156.4630,5.0
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.032606181,14.800,193.5794,5.0
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.20168772,8.390,162.8868,5.0
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211306673,17.000,125.1362,5.0
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.13564792,14.800,190.8846,5.0
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063081713,15.600,125.7704,5.0
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.016804724,17.600,163.4552,5.0
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175545889,17.600,163.6868,5.0
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265475,12.650,159.9578,5.0
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.051544658,13.850,142.5154,5.0
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.02442574,18.700,52.9324,5.0
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.191603334,5.425,87.0514,5.0
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681063,14.500,102.7332,5.0
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569038,12.800,138.7838,5.0
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076097035,18.500,145.8102,5.0
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143670179,15.500,48.4692,5.0
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267565911,16.850,194.1478,5.0
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238831875,18.000,88.2514,5.0
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.081944045,5.765,36.7164,5.0
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020698674,13.150,86.3566,5.0
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.028393624,8.930,153.4340,5.0
Low Fat,FDB15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.136696892,10.895,264.5568,5.0
Low Fat,FDG16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089742065,15.250,213.7192,5.0
Low Fat,FDJ04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.124348482,18.000,118.3124,5.0
Low Fat,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.057744249,10.695,61.2536,5.0
Low Fat,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.070133177,16.700,109.8912,5.0
Low Fat,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021312043,20.850,104.9306,5.0
Low Fat,DRJ23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041634206,18.350,188.1872,5.0
Low Fat,NCN06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.120396991,8.390,163.4868,5.0
Low Fat,NCF43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.05190268,8.510,142.2470,5.0
Low Fat,NCG07,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.052458358,12.300,188.7530,5.0
Low Fat,NCB55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.160529322,15.700,59.2562,5.0
Low Fat,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.016979063,16.350,97.4410,5.0
Low Fat,FDF22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056783389,6.865,214.5218,5.0
Low Fat,FDQ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03315162,12.850,170.6422,5.0
Low Fat,DRK13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.11507174,11.800,198.2084,5.0
Low Fat,DRL37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.053327763,15.500,44.4770,5.0
Regular,FDL38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.014720848,13.800,89.9172,5.0
Regular,FDV13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02758789,17.350,86.1856,5.0
Regular,FDX04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041536962,19.600,46.0376,5.0
Regular,FDF53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.083536989,20.750,180.3318,5.0
Regular,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0,10.300,115.0176,5.0
Regular,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.152001201,12.850,252.3382,5.0
Regular,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.042923071,14.600,109.8254,5.0
Regular,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.035227697,14.850,159.5578,5.0
Regular,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.022406575,20.100,225.9036,5.0
Regular,FDO46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014200671,9.600,187.1872,5.0
Regular,FDT10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.061992874,16.700,60.9562,5.0
Regular,FDB23,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.005583951,19.200,226.9062,5.0
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095545715,15.100,157.3604,5.0
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021811987,12.150,163.6184,5.0
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063432676,6.425,132.8626,5.0
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244343,13.000,77.9986,5.0
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045168898,15.600,242.9854,5.0
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045492697,19.100,40.3138,5.0
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046043736,10.000,140.6180,5.0
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039454924,18.600,244.0802,5.0
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593,18.200,147.3734,5.0
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036287517,20.500,121.2756,5.0
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044430561,18.250,174.2080,5.0
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046749112,7.270,100.4384,5.0
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050256604,8.760,127.3336,5.0
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035336287,10.600,87.0224,5.0
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091857904,5.825,160.7894,5.0
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110739031,8.275,103.3306,5.0
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076866235,12.300,247.1460,5.0
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034813556,16.350,128.4020,5.0
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280554,20.250,148.0418,5.0
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123531974,12.650,108.2938,5.0
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02586664,18.500,88.9172,5.0
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036184755,18.850,58.5562,5.0
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009816092,9.060,211.8560,5.0
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057062186,6.865,212.0218,5.0
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074648119,9.500,253.3724,5.0
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100055625,10.000,113.3544,5.0
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067148407,14.100,200.4084,5.0
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057546914,15.850,55.8956,5.0
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112694,16.000,139.9496,5.0
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156012631,21.250,177.3370,5.0
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.970,172.0422,5.0
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063146492,12.650,159.6578,5.0
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318263,12.800,142.2838,5.0
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029283081,9.695,175.1370,5.0
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030211742,13.000,59.3220,5.0
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,14.500,41.0454,5.0
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162093059,15.000,182.5266,5.0
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184041545,18.250,110.1570,5.0
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011419301,6.115,91.0488,5.0
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06407717,9.800,116.7492,5.0
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014885998,20.350,234.4958,5.0
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042153502,6.785,44.0112,5.0
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009979271,14.850,155.7630,5.0
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685176,16.700,146.6102,5.0
Low Fat,FDI14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.089243504,14.100,139.2496,5.0
Low Fat,FDU25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026552056,12.350,56.2246,5.0
Low Fat,FDC53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008792907,8.680,96.7384,5.0
Low Fat,FDD28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053038775,10.695,59.5904,5.0
Low Fat,FDO40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032470108,17.100,148.9392,5.0
Low Fat,FDT40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095331433,5.985,125.5678,5.0
Low Fat,FDD33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,12.850,231.9642,5.0
Low Fat,FDW20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024032484,20.750,124.9730,5.0
Low Fat,DRN47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016745264,12.100,180.7660,5.0
Low Fat,NCY53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058198141,20.000,110.4544,5.0
Low Fat,NCE19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092564193,8.970,53.4956,5.0
Low Fat,NCE55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12929931,8.920,178.2370,5.0
Low Fat,NCG43,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073879939,20.200,94.0462,5.0
Low Fat,NCH06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.076183667,12.300,245.6460,5.0
Low Fat,NCM30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066969525,19.100,39.2796,5.0
Low Fat,NCN42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014153743,20.250,145.6418,5.0
Low Fat,NCU42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.019412192,9.000,166.5474,5.0
Low Fat,NCJ19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.117607719,18.600,55.2588,5.0
Low Fat,FDD46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.140571971,6.035,154.7998,5.0
Low Fat,FDL33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099478451,7.235000000000001,194.4452,5.0
Low Fat,FDP09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033725743,19.750,211.6902,5.0
Low Fat,DRL37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053113721,15.500,44.3770,5.0
Regular,FDE36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,5.260,165.5868,5.0
Regular,FDG12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.006295472,6.635,122.4098,5.0
Regular,FDU24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.139484292,6.780,94.3120,5.0
Regular,FDK25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.156072361,11.600,169.3474,5.0
Regular,FDB14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102226474,20.250,91.3120,5.0
Regular,FDH50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.160653682,15.000,185.2266,5.0
Regular,FDZ02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037962696,6.905,97.5726,5.0
Regular,FDH05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.090473389,14.350,229.7984,5.0
Regular,FDT19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.144338493,7.590,172.1080,5.0
Regular,FDW19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038313981,12.350,109.9570,5.0
Regular,FDR51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.172629683,9.035,148.4708,5.0
Regular,FDY34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.010928678,10.500,167.0842,5.0
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069196376,9.000,54.3614,4.9
Regular,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00704098,21.200,173.5738,4.9
Low Fat,FDS52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.009585169,8.890,102.5016,4.9
Low Fat,FDR21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.066935459,19.700,177.5370,4.9
Regular,FDQ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.855,38.3848,4.9
Regular,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.005530516,11.350,171.1790,4.9
Regular,FDO20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.850,252.3382,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034376537,16.100,256.1356,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053279839,6.650,147.7734,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.050808821,5.175,33.6874,4.9
Regular,FDN04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014075334,11.800,176.8344,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016176344,8.510,192.1478,4.9
Regular,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029680868,6.710,65.0142,4.9
Low Fat,FDW28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.088394115,18.250,194.7452,4.9
Low Fat,NCL53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,7.500,175.4028,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115857223,8.310,179.1028,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.056816465,18.500,132.1284,4.8
